repo_file,repo_line,cloudinary_url,cloudinary_filename,cloudinary_public_id,cloudinary_extension,bulk_match_strategy,bulk_match_count,bulk_primary_path,bulk_match_paths
src/components/Navbar.js,78,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1746789460/Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv,svg,exact_single,1,Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv.svg
src/components/Navbar.js,136,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1746789460/Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv,svg,exact_single,1,Black_White_Minimalist_Business_Logo_btc6jv.svg,Black_White_Minimalist_Business_Logo_btc6jv.svg
src/components/RotatingGallery/rotatingGalleryContainer.js,111,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1752656800/africanArtsTrust_e3pybb.jpg,africanArtsTrust_e3pybb.jpg,africanArtsTrust_e3pybb,jpg,exact_single,1,africanArtsTrust_e3pybb.jpg,africanArtsTrust_e3pybb.jpg
src/components/RotatingGallery/rotatingGalleryContainer.js,121,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747920205/praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf,png,exact_single,1,praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf.png
src/components/RotatingGallery/rotatingGalleryContainer.js,130,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747919860/BritishCouncil_baddf4.png,BritishCouncil_baddf4.png,BritishCouncil_baddf4,png,exact_single,1,BritishCouncil_baddf4.png,BritishCouncil_baddf4.png
src/components/RotatingGallery/rotatingGalleryContainer.js,140,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747919874/Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7,png,exact_single,1,Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7.png
src/pages/index.js,153,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747920205/praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf,png,exact_single,1,praxis-labs-logo_olljaf.png,praxis-labs-logo_olljaf.png
src/pages/index.js,162,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747919860/BritishCouncil_baddf4.png,BritishCouncil_baddf4.png,BritishCouncil_baddf4,png,exact_single,1,BritishCouncil_baddf4.png,BritishCouncil_baddf4.png
src/pages/index.js,172,https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1747919874/Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7,png,exact_single,1,Doen-Logo_nn8ua7.png,Doen-Logo_nn8ua7.png
